Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
SLTUM1DV4433,"PARASENSE, INC",HUNTINGTON INGALLS INCORPORATED,QN84GSHNM1M7,"BACHARACH, INC.",21031726,c0029040-fcba-11ef-8e2a-e7034f2d18cd,1136358-1,2020-01-24,2020-02-26,78500.0,08348-01 (DDG128),9661 SPOTSWOOD TRAIL,,stanardsville,05,VA,Virginia,USA,United States,229732942,2X,For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.750968891E9,2020-02-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY18 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 128,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08348-01,HII-Ingalls,,,,DDG 128,1,DDG 128,1,Long-lead,Jan 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
LSGYNGHKB863,DEBAN ENTERPRISES INC,HUNTINGTON INGALLS INCORPORATED,,,21030406,be883bf2-fcba-11ef-8e2a-e7034f2d18cd,1137048-1,2020-01-29,2020-02-26,50708.0,08324-01 (DDG128),611 CONGRESS PARK DRIVE,,dayton,03,OH,Ohio,USA,United States,454594007,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.750968891E9,2020-02-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY18 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 128,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08324-01,HII-Ingalls,,,,DDG 128,1,DDG 128,1,Long-lead,Jan 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
NQKEVF8KEMP1,PIVOTAL POWER INC,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,21031762,c0f9476e-fcba-11ef-8e2a-e7034f2d18cd,1145605-1,2020-04-27,2020-05-26,25050.0,08404-01 (DDG128),150 BLUEWATER RD,,bedford,,ZZ,Non-US,CA,Canada,B4B 1G9,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2020-05-21,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM HHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM HHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM HHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08404-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 137 / DDG 139,6,Long-lead,Apr 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC.",HUNTINGTON INGALLS INCORPORATED,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,21030345,be879a12-fcba-11ef-8e2a-e7034f2d18cd,1148742-1,2020-05-05,2020-07-02,73142.0,07307-02 (DDG128),2214 WALNUT ST,,mckeesport,18,PA,Pennsylvania,USA,United States,151327054,20; 2X,Foreign Owned and Located; For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,4.74135465E9,2020-07-01,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FIRM SHIP 1 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 128 CONSTRUCT FIRM SHIP 2 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 129 CONSTRUCT FIRM SHIP FY19 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 131 CONSTRUCT FIRM SHIP 1 FY20 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 133 CONSTRUCT FIRM SHIP FY21 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 137 CONSTRUCT FIRM SHIP FY22 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 139,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,07307-02,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 137 / DDG 139,6,Long-lead,May 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
NK1RB5VKXES9,"DETROIT SWITCH, INC.",HUNTINGTON INGALLS INCORPORATED,,,21030415,be8855c4-fcba-11ef-8e2a-e7034f2d18cd,1152651-1,2020-06-08,2020-07-02,32107.0,08027-01  DDG128,1025 BEAVER AVE STE 9,,pittsburgh,14,PA,Pennsylvania,USA,United States,152332332,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,4.74135465E9,2020-07-01,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FIRM SHIP 1 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 128 CONSTRUCT FIRM SHIP 2 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 129 CONSTRUCT FIRM SHIP FY19 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 131 CONSTRUCT FIRM SHIP 1 FY20 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 133 CONSTRUCT FIRM SHIP FY21 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 137 CONSTRUCT FIRM SHIP FY22 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 139,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08027-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 137 / DDG 139,6,Long-lead,Jun 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,21030528,be89b054-fcba-11ef-8e2a-e7034f2d18cd,1153678-1,2020-06-16,2020-07-02,62243.0,08007-05  DDG128,87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,4.74135465E9,2020-07-01,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FIRM SHIP 1 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 128 CONSTRUCT FIRM SHIP 2 FY18 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 129 CONSTRUCT FIRM SHIP FY19 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 131 CONSTRUCT FIRM SHIP 1 FY20 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 133 CONSTRUCT FIRM SHIP FY21 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 137 CONSTRUCT FIRM SHIP FY22 DDG51 CLASS GUIDED MISSILE DESTROYER DDG 139,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08007-05,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 137 / DDG 139,6,Long-lead,Jun 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,21030504,be896a18-fcba-11ef-8e2a-e7034f2d18cd,1173170-1,2020-12-04,2021-02-02,39036.0,08022-01 (DDG128),87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-02-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM HHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM HHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM HHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08022-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 137 / DDG 139,6,Long-lead,Dec 2020 in DDG 128 long-lead window (before fabrication start),Actual,,
VD5WUGZUCJ44,"Triple Son Wholesale Timber, Inc.",HUNTINGTON INGALLS INCORPORATED,,,21032022,c0fc3f14-fcba-11ef-8e2a-e7034f2d18cd,1175633-1,2021-01-05,2021-08-11,103118.0,DDG 128-  Blocking,14136 Highway 3235,,cut off,03,LA,Louisiana,USA,United States,703453276,,,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jan 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",21031243,bffcaf68-fcba-11ef-8e2a-e7034f2d18cd,1162109-5,2021-01-07,2021-08-11,68835.0,04018-01 P&L PANELS (DDG128),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jan 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,21030497,be8933f4-fcba-11ef-8e2a-e7034f2d18cd,1176773-1,2021-01-19,2021-08-11,32562.0,08040-02 (DDG128),87 W MAIN ST,,sodus,24,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08040-02,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jan 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",HUNTINGTON INGALLS INCORPORATED,,,21031969,c0fb863c-fcba-11ef-8e2a-e7034f2d18cd,1180993-1,2021-02-19,2021-08-11,72168.0,SWITCH ASSY  DDG128,1336 BALLENTINE BLVD,,norfolk,03,VA,Virginia,USA,United States,235043808,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Feb 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",HUNTINGTON INGALLS INCORPORATED,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",21031438,bfff0e3e-fcba-11ef-8e2a-e7034f2d18cd,1175561-1,2021-02-24,2021-08-11,570975.0,CONVERTER FREQ  DDG128,4910 MARTIN CT SE,,smyrna,11,GA,Georgia,USA,United States,300824938,27; 2X; MF; XS,Self-Certified Small Disadvantaged Business; For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Feb 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",HUNTINGTON INGALLS INCORPORATED,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",21031856,c0fa51e0-fcba-11ef-8e2a-e7034f2d18cd,1176038-1,2021-02-25,2021-08-11,116215.04,08160-01 (DDG128),9708 ASHLEY DAWN CT,,fredericksburg,01,VA,Virginia,USA,United States,224089472,2X; XS,For-Profit Organization; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08160-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Feb 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",HUNTINGTON INGALLS INCORPORATED,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",21030183,be85bd00-fcba-11ef-8e2a-e7034f2d18cd,1184988-1,2021-04-01,2021-08-11,31846.0,08101-03 (DDG128),1201 ACTIVITY DR,,vista,49,CA,California,USA,United States,920818510,2X; 8W; A2,For-Profit Organization; Woman-Owned Business,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08101-03,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Apr 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
